129.00,210.00,13.00,1.00,3.00,5.00,0.00,1.00,8918.00,50510.00,5.00,25399.00,12596.00,8569.00,69695.00,26209.00,7377.00,24932.00,738414.00,800000.00,44219.82,4167.47,414.26,86991123.57,1854539.73,16.73,2.00,9.73,5.00,23.52,18.52,5.00,108473.49,1456.40,255.83,234.90,4.14
145.00,205.00,14.00,7.00,2.00,5.00,1.00,7.00,6767.00,52744.00,5.00,16498.00,16668.00,11910.00,53629.00,33048.00,5561.00,21558.00,358646.00,800000.00,677240.84,30027.66,1516.20,414477842.55,1942641.09,33.12,8.00,19.12,6.00,90.05,84.05,6.00,88879.47,17047.09,280.72,2749.53,15.16
106.00,39.00,10.00,3.00,8.00,1.00,6.00,8.00,5649.00,32673.00,9.00,27031.00,20068.00,6336.00,51844.00,28140.00,6677.00,16051.00,365340.00,800000.00,85126.87,4613.50,310.46,49139201.81,724464.11,26.21,4.00,15.21,7.00,42.36,35.36,7.00,70082.37,2273.30,39.04,366.66,3.10
40.00,305.00,14.00,2.00,7.00,7.00,2.00,3.00,4435.00,53515.00,9.00,18758.00,15330.00,7464.00,54720.00,25745.00,5825.00,19000.00,451111.00,800000.00,93472.80,5411.31,390.25,65988287.09,1244547.72,22.02,3.00,10.02,9.00,35.23,26.23,9.00,69553.65,2549.93,115.21,411.28,3.90
208.00,413.00,9.00,5.00,3.00,1.00,2.00,9.00,7370.00,31586.00,7.00,29475.00,20582.00,9040.00,45299.00,28583.00,6801.00,21987.00,297107.00,800000.00,709546.78,38867.89,2646.79,512152985.14,3302465.82,37.15,6.00,28.15,3.00,182.52,179.52,3.00,90310.94,19012.72,811.26,3066.57,26.47
513.00,171.00,13.00,1.00,4.00,6.00,8.00,1.00,4843.00,37598.00,8.00,26694.00,21766.00,7584.00,35753.00,40184.00,6455.00,24719.00,589291.00,800000.00,97615.66,11005.82,1172.50,178501223.84,3337247.19,32.31,2.00,16.31,14.00,47.32,33.32,14.00,77819.37,3495.98,828.44,563.87,11.73
105.00,292.00,10.00,9.00,4.00,9.00,5.00,8.00,5110.00,40973.00,5.00,28061.00,17153.00,10447.00,36939.00,31299.00,5712.00,20441.00,590629.00,800000.00,1017018.64,43932.78,2111.18,481322648.25,1972957.42,44.75,10.00,20.75,14.00,110.30,96.30,14.00,73581.01,25419.30,289.55,4099.89,21.11
308.00,44.00,13.00,3.00,4.00,3.00,2.00,7.00,8831.00,53507.00,6.00,22493.00,11950.00,11798.00,41012.00,46881.00,7298.00,20956.00,633612.00,800000.00,182885.47,9590.76,621.15,157213908.68,1311696.42,25.32,4.00,16.32,5.00,61.75,56.75,5.00,102731.96,4834.03,127.98,779.68,6.21
170.00,414.00,9.00,4.00,6.00,0.00,1.00,2.00,7493.00,51001.00,6.00,17318.00,19859.00,6202.00,44323.00,38044.00,7058.00,17988.00,259284.00,800000.00,252190.45,16992.30,1394.69,273046557.74,2989208.92,22.26,5.00,16.26,1.00,47.43,46.43,1.00,88589.55,7251.95,664.65,1169.67,13.95
317.00,335.00,10.00,2.00,9.00,9.00,6.00,0.00,8619.00,34241.00,9.00,28378.00,12737.00,6545.00,47174.00,25266.00,7363.00,18592.00,294035.00,800000.00,127396.92,13884.71,1461.81,266788577.50,3671839.36,34.29,3.00,16.29,15.00,31.29,16.29,15.00,94860.18,4488.07,1002.88,723.88,14.62
267.00,146.00,14.00,8.00,1.00,6.00,3.00,4.00,5406.00,52368.00,9.00,19094.00,17910.00,11201.00,47547.00,42444.00,7168.00,18325.00,300799.00,800000.00,734270.83,32384.96,1619.41,404376726.72,2224660.26,33.87,9.00,15.87,9.00,68.23,59.23,9.00,75163.01,18455.96,368.14,2976.77,16.19
435.00,400.00,13.00,2.00,1.00,8.00,4.00,5.00,8467.00,49564.00,8.00,27753.00,21528.00,7203.00,42854.00,34752.00,7269.00,24526.00,483246.00,800000.00,319956.82,27404.42,2604.62,514771116.64,4700090.96,43.36,3.00,28.36,12.00,163.21,151.21,12.00,105007.16,10110.11,1643.22,1630.66,26.05
388.00,241.00,11.00,2.00,5.00,7.00,8.00,6.00,6262.00,31656.00,9.00,28733.00,18209.00,11129.00,45824.00,44136.00,6816.00,17140.00,461391.00,800000.00,241354.71,18765.95,1692.45,252327327.85,3445529.89,42.29,3.00,24.29,15.00,144.96,129.96,15.00,75785.76,7329.87,883.07,1182.24,16.92
208.00,220.00,11.00,3.00,6.00,5.00,0.00,3.00,8680.00,32481.00,5.00,21722.00,15135.00,7813.00,38399.00,27802.00,6050.00,18687.00,379722.00,800000.00,175214.85,11685.44,951.80,182324810.63,2410319.68,24.20,4.00,15.20,5.00,55.81,50.81,5.00,94516.84,5019.73,432.15,809.63,9.52
501.00,183.00,14.00,1.00,0.00,4.00,2.00,5.00,6985.00,35160.00,6.00,22944.00,12531.00,8844.00,43080.00,36218.00,7490.00,20150.00,581293.00,800000.00,142600.36,13415.58,1332.53,219778835.35,3411740.93,30.64,2.00,22.64,6.00,115.76,109.76,6.00,85409.83,4692.91,865.83,756.92,13.33
189.00,465.00,11.00,6.00,3.00,3.00,1.00,1.00,8171.00,32765.00,7.00,17009.00,20399.00,11810.00,51260.00,29889.00,5500.00,21320.00,751694.00,800000.00,504283.18,27959.21,1929.01,422774820.05,3340327.25,27.32,7.00,16.32,4.00,37.35,33.35,4.00,95150.53,13564.73,829.97,2187.86,19.29
499.00,409.00,11.00,5.00,4.00,3.00,4.00,5.00,7704.00,42658.00,6.00,29477.00,12548.00,8087.00,69408.00,30021.00,7327.00,21416.00,624802.00,800000.00,882970.16,53494.17,4026.05,844478576.78,5090302.19,43.09,6.00,30.09,7.00,170.76,163.76,7.00,93609.45,24457.23,1927.39,3944.71,40.26
65.00,151.00,13.00,8.00,9.00,7.00,3.00,7.00,4227.00,50070.00,7.00,28660.00,16560.00,10591.00,48582.00,31823.00,7250.00,20381.00,279096.00,800000.00,487363.53,20662.11,955.86,222769495.29,1116289.37,34.45,9.00,15.45,10.00,58.30,48.30,10.00,69210.19,12120.33,92.69,1954.89,9.56
232.00,469.00,13.00,4.00,1.00,8.00,0.00,3.00,8403.00,28386.00,8.00,22037.00,19074.00,7840.00,43424.00,32824.00,6569.00,19477.00,422415.00,800000.00,408801.21,25838.33,2017.05,398251333.79,3716738.89,33.99,5.00,20.99,8.00,86.34,78.34,8.00,93462.76,11489.98,1027.56,1853.22,20.17
505.00,103.00,15.00,7.00,9.00,4.00,4.00,4.00,5834.00,42261.00,8.00,15015.00,15364.00,9472.00,39694.00,46853.00,6247.00,22713.00,670144.00,800000.00,841803.94,37998.14,1980.92,474947370.06,2569779.97,33.40,8.00,17.40,8.00,76.42,68.42,8.00,82644.63,21294.23,491.22,3434.55,19.81
287.00,197.00,15.00,8.00,0.00,4.00,0.00,4.00,4215.00,32982.00,7.00,24067.00,18754.00,8845.00,63732.00,48689.00,6446.00,18295.00,561282.00,800000.00,814933.62,36526.28,1880.69,355986198.10,2679203.49,30.89,9.00,17.89,4.00,75.33,71.33,4.00,63077.12,20574.23,533.94,3318.42,18.81
433.00,327.00,11.00,9.00,3.00,5.00,3.00,1.00,4644.00,42571.00,6.00,29028.00,21424.00,7016.00,65138.00,38175.00,6860.00,21606.00,699485.00,800000.00,1124488.79,55248.41,3287.58,676423530.91,4239839.95,38.31,10.00,20.31,8.00,50.33,42.33,8.00,72451.76,29143.55,1337.15,4700.57,32.88
467.00,420.00,14.00,6.00,0.00,4.00,0.00,7.00,4207.00,51277.00,5.00,15050.00,17603.00,11259.00,56485.00,29273.00,7141.00,21294.00,505092.00,800000.00,1343828.94,69856.17,4476.15,841695475.86,4990162.91,43.64,7.00,32.64,4.00,219.90,215.90,4.00,70316.09,35424.24,1852.30,5713.59,44.76
340.00,387.00,13.00,8.00,4.00,1.00,7.00,2.00,6011.00,48388.00,5.00,24697.00,12550.00,9832.00,41355.00,42476.00,7321.00,16381.00,538927.00,800000.00,1063260.82,52203.76,3103.37,706816064.00,4087206.49,38.14,9.00,21.14,8.00,71.48,63.48,8.00,75258.76,27551.04,1242.61,4443.72,31.03
226.00,248.00,10.00,9.00,0.00,9.00,3.00,6.00,7937.00,46270.00,6.00,26782.00,14995.00,7605.00,39106.00,30524.00,6050.00,17956.00,293591.00,800000.00,1078980.50,48145.63,2459.27,683854646.69,2667544.65,42.84,10.00,20.84,12.00,112.62,100.62,12.00,90819.82,27206.96,529.31,4388.22,24.59
194.00,272.00,11.00,8.00,2.00,2.00,9.00,1.00,7285.00,34640.00,5.00,25637.00,14477.00,8399.00,52721.00,38001.00,6239.00,22772.00,259951.00,800000.00,573487.17,27428.55,1569.80,371353165.68,2588313.96,32.99,9.00,12.99,11.00,36.84,25.84,11.00,91099.24,14746.78,498.33,2378.51,15.70
255.00,117.00,13.00,2.00,0.00,5.00,2.00,6.00,7618.00,32136.00,8.00,22872.00,11198.00,6015.00,63603.00,46558.00,6234.00,17595.00,431408.00,800000.00,142585.23,9083.16,713.67,126353944.37,1946232.23,27.64,3.00,17.64,7.00,80.41,73.41,7.00,85876.83,4018.63,281.76,648.17,7.14
169.00,486.00,11.00,1.00,0.00,6.00,4.00,2.00,8066.00,46736.00,8.00,18292.00,20374.00,6416.00,56117.00,34133.00,7144.00,23059.00,315903.00,800000.00,84156.49,10166.44,1107.71,199978848.23,3229186.48,29.33,2.00,17.33,10.00,60.15,50.15,10.00,99560.15,3119.45,775.66,503.14,11.08
251.00,320.00,10.00,1.00,0.00,5.00,3.00,9.00,4352.00,53748.00,8.00,18130.00,17324.00,11707.00,52454.00,44530.00,6742.00,19032.00,674969.00,800000.00,141156.56,13468.13,1345.95,178140656.66,3193327.70,37.67,2.00,27.67,8.00,181.59,173.59,8.00,68910.33,4674.70,758.52,753.98,13.46
35.00,333.00,9.00,2.00,4.00,4.00,6.00,8.00,4106.00,31454.00,9.00,25668.00,11739.00,10948.00,46441.00,40628.00,5838.00,20963.00,645654.00,800000.00,103026.76,6465.51,501.73,65495733.02,1216431.83,30.40,3.00,17.40,10.00,69.38,59.38,10.00,66243.69,2888.52,110.07,465.89,5.02
199.00,336.00,15.00,5.00,8.00,5.00,0.00,9.00,5494.00,45061.00,6.00,18165.00,18615.00,10811.00,57584.00,31674.00,5981.00,23133.00,602011.00,800000.00,798556.63,38769.90,2268.28,478611883.86,2913585.82,37.43,6.00,26.43,5.00,163.38,158.38,5.00,81070.06,20624.01,631.45,3326.45,22.68
117.00,88.00,14.00,1.00,0.00,9.00,2.00,8.00,6896.00,48550.00,8.00,19334.00,21591.00,6899.00,58971.00,41878.00,6615.00,18862.00,381196.00,800000.00,59821.74,3821.07,300.88,54306412.39,1143315.01,30.07,2.00,17.07,11.00,66.81,55.81,11.00,85556.95,1687.61,97.23,272.19,3.01
433.00,98.00,13.00,2.00,6.00,2.00,7.00,6.00,8438.00,42576.00,6.00,24451.00,16556.00,8986.00,57331.00,37273.00,6888.00,16948.00,695522.00,800000.00,193286.61,12436.45,985.08,195948192.97,2321072.06,31.30,3.00,19.30,9.00,96.55,87.55,9.00,92205.30,5466.80,400.74,881.74,9.85
377.00,377.00,12.00,8.00,5.00,5.00,0.00,0.00,7495.00,43472.00,7.00,24409.00,15379.00,8284.00,38837.00,27141.00,7288.00,23754.00,286850.00,800000.00,743365.53,40111.88,2686.01,643909999.62,4247887.32,32.85,9.00,18.85,5.00,23.85,18.85,5.00,95855.24,19824.24,1342.24,3197.46,26.86
241.00,216.00,14.00,8.00,6.00,7.00,9.00,5.00,8528.00,55853.00,6.00,15235.00,17997.00,10295.00,39664.00,37640.00,7392.00,18452.00,617263.00,800000.00,969309.53,42801.76,2144.98,686957636.63,2570792.56,43.91,9.00,18.91,16.00,98.71,82.71,16.00,97364.68,24371.52,491.61,3930.89,21.45
475.00,187.00,11.00,7.00,1.00,2.00,6.00,3.00,6505.00,48431.00,8.00,18833.00,19329.00,11880.00,61637.00,35038.00,7361.00,20220.00,400407.00,800000.00,773069.50,38891.83,2390.07,548665850.18,3358143.47,35.40,8.00,19.40,8.00,78.78,70.78,8.00,84783.09,20177.23,838.84,3254.39,23.90
433.00,223.00,10.00,8.00,0.00,9.00,6.00,8.00,7023.00,49015.00,5.00,29734.00,18725.00,8660.00,57367.00,36858.00,7462.00,23157.00,307599.00,800000.00,1438120.10,66933.71,3672.51,942140357.40,3501289.47,51.54,9.00,27.54,15.00,185.91,170.91,15.00,92352.62,36692.63,911.88,5918.17,36.73
221.00,293.00,14.00,8.00,1.00,5.00,2.00,9.00,4857.00,50231.00,6.00,28048.00,19588.00,9960.00,39246.00,46510.00,7101.00,19831.00,414216.00,800000.00,1398866.04,60990.18,2984.19,708084127.84,2867223.75,42.22,9.00,26.22,7.00,162.86,155.86,7.00,72694.92,35050.67,611.51,5653.33,29.84
61.00,167.00,15.00,4.00,0.00,4.00,5.00,3.00,8220.00,54260.00,5.00,18724.00,17907.00,7950.00,55939.00,42702.00,6475.00,17464.00,715747.00,800000.00,144044.66,7104.72,425.06,111665297.99,1137246.98,23.55,5.00,9.55,9.00,32.97,23.97,9.00,93335.41,3737.51,96.20,602.82,4.25
410.00,493.00,10.00,6.00,4.00,8.00,0.00,1.00,5514.00,52505.00,8.00,28439.00,11043.00,11380.00,54981.00,39763.00,6882.00,18247.00,498171.00,800000.00,644272.44,42046.32,3368.17,625452864.63,5065788.18,38.98,7.00,23.98,8.00,58.58,50.58,8.00,75679.12,18314.39,1908.87,2953.93,33.68
235.00,443.00,15.00,4.00,1.00,3.00,0.00,7.00,7918.00,50384.00,9.00,24114.00,21241.00,6693.00,39495.00,29726.00,6028.00,22053.00,323838.00,800000.00,632593.31,34872.00,2391.09,543704486.32,3635527.49,34.63,5.00,26.63,3.00,160.29,157.29,3.00,97845.14,16984.86,983.15,2739.49,23.91
67.00,292.00,11.00,7.00,7.00,3.00,1.00,6.00,4898.00,41021.00,9.00,21583.00,11624.00,9279.00,58165.00,45910.00,6499.00,19098.00,596955.00,800000.00,506967.46,22974.39,1205.90,249793263.31,1576015.43,27.99,8.00,15.99,4.00,63.45,59.45,4.00,70743.32,12838.29,184.76,2070.69,12.06
227.00,122.00,13.00,8.00,1.00,0.00,0.00,1.00,4960.00,39304.00,9.00,18566.00,19683.00,6524.00,38354.00,32060.00,6880.00,16929.00,635730.00,800000.00,352788.20,16287.56,882.04,185031370.84,1875100.21,18.82,9.00,9.82,0.00,18.72,18.72,0.00,67706.83,8980.60,261.54,1448.48,8.82
379.00,318.00,13.00,7.00,4.00,8.00,0.00,2.00,4488.00,31090.00,6.00,17094.00,19228.00,11403.00,68505.00,46590.00,5823.00,24936.00,415036.00,800000.00,787134.58,40899.20,2619.24,458861570.06,3911693.36,36.36,8.00,20.36,8.00,68.75,60.75,8.00,74208.30,20746.54,1138.18,3346.22,26.19
328.00,294.00,10.00,1.00,1.00,0.00,5.00,1.00,7621.00,41632.00,5.00,23048.00,21706.00,10623.00,55142.00,47054.00,5636.00,17924.00,450071.00,800000.00,68127.69,10342.39,1198.49,187151447.10,3498986.17,24.03,2.00,17.03,5.00,39.94,34.94,5.00,87596.42,2853.92,910.68,460.31,11.98
459.00,188.00,13.00,7.00,0.00,3.00,4.00,1.00,7436.00,45920.00,5.00,24390.00,15013.00,11967.00,61938.00,39500.00,6225.00,21013.00,694473.00,800000.00,612476.66,31329.01,1967.33,478233766.36,3309915.49,31.19,8.00,16.19,7.00,40.05,33.05,7.00,91567.62,16066.06,814.92,2591.30,19.67
330.00,318.00,15.00,8.00,1.00,4.00,5.00,5.00,4552.00,40000.00,8.00,20482.00,16548.00,10682.00,42067.00,33597.00,5895.00,22548.00,534266.00,800000.00,1344269.70,60992.57,3208.12,670786920.79,3650078.19,41.70,9.00,23.70,9.00,126.43,117.43,9.00,73032.43,34053.37,991.03,5492.48,32.08
152.00,373.00,10.00,7.00,8.00,9.00,3.00,7.00,8633.00,39734.00,7.00,27557.00,16995.00,11257.00,49188.00,46384.00,7029.00,17062.00,520609.00,800000.00,880671.70,41818.16,2367.46,606431806.42,2682920.77,42.41,8.00,22.41,12.00,128.08,116.08,12.00,93387.67,22598.77,535.42,3644.96,23.67
433.00,234.00,10.00,2.00,5.00,4.00,8.00,1.00,8622.00,38783.00,7.00,20799.00,21301.00,9243.00,59595.00,34440.00,6147.00,19019.00,507638.00,800000.00,144924.92,14476.16,1474.52,264056643.31,3586604.72,32.42,3.00,17.42,12.00,47.81,35.81,12.00,96002.81,4900.38,956.86,790.38,14.75
146.00,81.00,13.00,2.00,5.00,3.00,7.00,8.00,8858.00,29072.00,6.00,17895.00,20978.00,6764.00,57310.00,30760.00,6250.00,22554.00,747335.00,800000.00,110039.40,6308.91,450.63,93885126.17,1225322.97,30.44,3.00,17.44,10.00,69.81,59.81,10.00,100963.75,2992.30,111.68,482.63,4.51
285.00,239.00,13.00,4.00,7.00,1.00,5.00,0.00,6055.00,39063.00,8.00,18202.00,16450.00,9754.00,41455.00,43542.00,6924.00,17356.00,353455.00,800000.00,250226.59,15944.59,1253.06,225467831.54,2940715.55,24.05,5.00,13.05,6.00,19.05,13.05,6.00,75803.34,7053.07,643.26,1137.59,12.53
111.00,359.00,10.00,3.00,7.00,2.00,7.00,0.00,8434.00,39042.00,5.00,18575.00,21267.00,8677.00,52630.00,34464.00,5731.00,24068.00,674901.00,800000.00,132097.86,9316.64,789.98,160083327.87,2249263.58,22.98,4.00,9.98,9.00,18.98,9.98,9.00,101808.89,3863.31,376.33,623.11,7.90
68.00,413.00,9.00,7.00,2.00,0.00,1.00,5.00,4856.00,48430.00,5.00,29260.00,14763.00,6064.00,51229.00,31995.00,6641.00,16544.00,699216.00,800000.00,518956.04,24558.54,1383.11,282205546.86,1888257.07,24.88,8.00,15.88,1.00,61.75,60.75,1.00,67419.28,13303.81,265.22,2145.78,13.83
248.00,127.00,14.00,6.00,4.00,9.00,6.00,8.00,5074.00,55354.00,5.00,25485.00,18648.00,8832.00,38879.00,25044.00,7186.00,18920.00,658799.00,800000.00,648051.10,29597.36,1574.27,366704889.95,1999674.64,42.87,7.00,20.87,15.00,112.61,97.61,15.00,73632.78,16446.74,297.44,2652.70,15.74
209.00,156.00,14.00,7.00,0.00,8.00,3.00,3.00,5502.00,31285.00,5.00,18741.00,11382.00,9950.00,39511.00,45625.00,6821.00,20814.00,261062.00,800000.00,478539.49,22013.05,1184.99,242143644.45,2034543.97,32.53,8.00,13.53,11.00,53.88,42.88,11.00,75168.31,12169.25,307.91,1962.78,11.85
230.00,183.00,11.00,4.00,7.00,7.00,4.00,5.00,5554.00,40541.00,8.00,20027.00,15513.00,6204.00,57980.00,46864.00,6606.00,21265.00,279670.00,800000.00,309699.08,17400.99,1217.56,215740803.26,2311644.79,33.76,5.00,17.76,11.00,85.37,74.37,11.00,78267.00,8366.42,397.49,1349.42,12.18
175.00,407.00,15.00,1.00,1.00,1.00,0.00,4.00,8690.00,45318.00,5.00,17473.00,13372.00,11302.00,40754.00,39950.00,6097.00,21008.00,764337.00,800000.00,112721.80,10397.38,1023.72,192544292.22,3007099.98,22.34,2.00,19.34,1.00,81.06,80.06,1.00,100232.58,3677.37,672.63,593.12,10.24
